java.lang.String	java.lang.String	<java.lang.String: java.io.ObjectStreamField[] serialPersistentFields>
org.bouncycastle.jcajce.provider.util.DigestFactory	java.lang.Object	<org.bouncycastle.jcajce.provider.util.DigestFactory: java.util.Set sha512_224>
org.bouncycastle.jcajce.provider.util.DigestFactory	java.lang.Object	<org.bouncycastle.jcajce.provider.util.DigestFactory: java.util.Set sha512_256>
org.bouncycastle.jcajce.provider.util.DigestFactory	java.lang.Object	<org.bouncycastle.jcajce.provider.util.DigestFactory: java.util.Map oids>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set permittedSubtreesDN>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set excludedSubtreesDN>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set permittedSubtreesEmail>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set permittedSubtreesDNS>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set permittedSubtreesURI>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set permittedSubtreesIP>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set excludedSubtreesEmail>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set excludedSubtreesDNS>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set excludedSubtreesURI>
org.bouncycastle.jce.provider.PKIXNameConstraintValidator	java.lang.Object	<org.bouncycastle.jce.provider.PKIXNameConstraintValidator: java.util.Set excludedSubtreesIP>
org.apache.pdfbox.pdfparser.PDFXRefStream	java.lang.Object	<org.apache.pdfbox.pdfparser.PDFXRefStream: java.util.Map streamData>
org.apache.pdfbox.tools.TextToPDF	java.lang.Object	<org.apache.pdfbox.tools.TextToPDF: java.util.Map STANDARD_14>
org.bouncycastle.cms.jcajce.JceKeyAgreeRecipientInfoGenerator	java.lang.Object	<org.bouncycastle.cms.jcajce.JceKeyAgreeRecipientInfoGenerator: java.util.List recipientIDs>
org.bouncycastle.cms.jcajce.JceKeyAgreeRecipientInfoGenerator	java.lang.Object	<org.bouncycastle.cms.jcajce.JceKeyAgreeRecipientInfoGenerator: java.util.List recipientKeys>
org.bouncycastle.cert.path.CertPathValidationContext	java.lang.Object	<org.bouncycastle.cert.path.CertPathValidationContext: java.util.Set handledExtensions>
org.bouncycastle.cert.path.CertPathValidationContext	java.lang.Object	<org.bouncycastle.cert.path.CertPathValidationContext: java.util.Set criticalExtensions>
org.apache.fontbox.cff.CFFFont	java.lang.Object	<org.apache.fontbox.cff.CFFFont: java.util.Map topDict>
org.apache.pdfbox.util.filetypedetector.ByteTrie$ByteTrieNode	java.lang.Object	<org.apache.pdfbox.util.filetypedetector.ByteTrie$ByteTrieNode: java.util.Map children>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.List _oldSigners>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.List signerInfoGens>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.List certStores>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.List crlStores>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.List attrCertStores>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.Map micAlgs>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.List _signers>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.Map _digests>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.Map STANDARD_MICALGS>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.Map RFC5751_MICALGS>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.List _certStores>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.List _attributeCerts>
org.bouncycastle.mail.smime.SMIMESignedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMESignedGenerator: java.util.Map RFC3851_MICALGS>
org.apache.pdfbox.debugger.hexviewer.HexView	java.lang.Object	<org.apache.pdfbox.debugger.hexviewer.HexView: java.util.Map RENDERING_HINTS>
org.bouncycastle.mail.smime.util.SharedFileInputStream	java.lang.Object	<org.bouncycastle.mail.smime.util.SharedFileInputStream: java.util.List _subStreams>
org.bouncycastle.asn1.x509.GeneralNames	org.bouncycastle.asn1.ASN1Encodable	<org.bouncycastle.asn1.x509.GeneralNames: org.bouncycastle.asn1.x509.GeneralName[] names>
org.apache.pdfbox.pdmodel.PageMode	org.apache.pdfbox.pdmodel.PageMode	<org.apache.pdfbox.pdmodel.PageMode: org.apache.pdfbox.pdmodel.PageMode[] $VALUES>
org.bouncycastle.asn1.ASN1EncodableVector	java.lang.Object	<org.bouncycastle.asn1.ASN1EncodableVector: java.util.Vector v>
org.bouncycastle.cms.CMSSignedData	java.lang.Object	<org.bouncycastle.cms.CMSSignedData: java.util.Map hashes>
org.bouncycastle.openssl.bc.PEMUtilities	java.lang.Object	<org.bouncycastle.openssl.bc.PEMUtilities: java.util.Map KEYSIZES>
org.bouncycastle.openssl.bc.PEMUtilities	java.lang.Object	<org.bouncycastle.openssl.bc.PEMUtilities: java.util.Set PKCS5_SCHEME_1>
org.bouncycastle.openssl.bc.PEMUtilities	java.lang.Object	<org.bouncycastle.openssl.bc.PEMUtilities: java.util.Set PKCS5_SCHEME_2>
org.bouncycastle.asn1.x509.SubjectDirectoryAttributes	java.lang.Object	<org.bouncycastle.asn1.x509.SubjectDirectoryAttributes: java.util.Vector attributes>
org.bouncycastle.asn1.x509.CRLReason	java.lang.Object	<org.bouncycastle.asn1.x509.CRLReason: java.util.Hashtable table>
org.bouncycastle.mail.smime.SMIMEEnvelopedGenerator	java.lang.Object	<org.bouncycastle.mail.smime.SMIMEEnvelopedGenerator: java.util.List recipients>
org.bouncycastle.x509.util.LDAPStoreHelper	java.lang.Object	<org.bouncycastle.x509.util.LDAPStoreHelper: java.util.Map cacheMap>
org.bouncycastle.util.CollectionStore	java.lang.Object	<org.bouncycastle.util.CollectionStore: java.util.Collection _local>
org.apache.fontbox.ttf.TrueTypeFont	org.apache.fontbox.ttf.TrueTypeFont	<org.apache.fontbox.ttf.TrueTypeFont: java.util.Map tables>
org.bouncycastle.cms.jcajce.JcaSimpleSignerInfoGeneratorBuilder$ProviderHelper	java.lang.Object	<org.bouncycastle.cms.jcajce.JcaSimpleSignerInfoGeneratorBuilder$ProviderHelper: java.security.Provider provider>
org.bouncycastle.crypto.signers.RSADigestSigner	java.lang.Object	<org.bouncycastle.crypto.signers.RSADigestSigner: java.util.Hashtable oidMap>
org.apache.pdfbox.pdmodel.font.encoding.MacOSRomanEncoding	java.lang.Object	<org.apache.pdfbox.pdmodel.font.encoding.MacOSRomanEncoding: java.lang.Object[][] MAC_OS_ROMAN_ENCODING_TABLE>
org.bouncycastle.jcajce.provider.util.SecretKeyUtil	java.lang.Object	<org.bouncycastle.jcajce.provider.util.SecretKeyUtil: java.util.Map keySizes>
org.apache.pdfbox.cos.COSName	java.lang.Object	<org.apache.pdfbox.cos.COSName: java.util.Map commonNameMap>
org.apache.pdfbox.cos.COSName	java.lang.Object	<org.apache.pdfbox.cos.COSName: java.util.Map nameMap>
org.bouncycastle.jce.provider.PKIXPolicyNode	java.lang.Object	<org.bouncycastle.jce.provider.PKIXPolicyNode: java.util.List children>
org.bouncycastle.jce.provider.PKIXPolicyNode	java.lang.Object	<org.bouncycastle.jce.provider.PKIXPolicyNode: java.util.Set expectedPolicies>
org.bouncycastle.jce.provider.PKIXPolicyNode	java.lang.Object	<org.bouncycastle.jce.provider.PKIXPolicyNode: java.util.Set policyQualifiers>
org.bouncycastle.asn1.x500.style.RFC4519Style	java.lang.Object	<org.bouncycastle.asn1.x500.style.RFC4519Style: java.util.Hashtable defaultLookUp>
org.bouncycastle.asn1.x500.style.RFC4519Style	java.lang.Object	<org.bouncycastle.asn1.x500.style.RFC4519Style: java.util.Hashtable defaultSymbols>
org.bouncycastle.asn1.x500.style.RFC4519Style	java.lang.Object	<org.bouncycastle.asn1.x500.style.RFC4519Style: java.util.Hashtable DefaultSymbols>
org.bouncycastle.asn1.x500.style.RFC4519Style	java.lang.Object	<org.bouncycastle.asn1.x500.style.RFC4519Style: java.util.Hashtable DefaultLookUp>
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDimension	org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDimension	<org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDimension: org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDimension[] $VALUES>
org.apache.pdfbox.cos.COSDictionary	org.apache.pdfbox.cos.COSBase	<org.apache.pdfbox.cos.COSDictionary: java.util.Map items>
org.apache.pdfbox.pdmodel.graphics.state.RenderingMode	org.apache.pdfbox.pdmodel.graphics.state.RenderingMode	<org.apache.pdfbox.pdmodel.graphics.state.RenderingMode: org.apache.pdfbox.pdmodel.graphics.state.RenderingMode[] $VALUES>
org.apache.pdfbox.pdmodel.graphics.state.RenderingMode	org.apache.pdfbox.pdmodel.graphics.state.RenderingMode	<org.apache.pdfbox.pdmodel.graphics.state.RenderingMode: org.apache.pdfbox.pdmodel.graphics.state.RenderingMode[] VALUES>
org.bouncycastle.cert.crmf.jcajce.CRMFHelper	java.lang.Object	<org.bouncycastle.cert.crmf.jcajce.CRMFHelper: java.util.Map CIPHER_ALG_NAMES>
org.bouncycastle.cert.crmf.jcajce.CRMFHelper	java.lang.Object	<org.bouncycastle.cert.crmf.jcajce.CRMFHelper: java.util.Map BASE_CIPHER_NAMES>
org.bouncycastle.cert.crmf.jcajce.CRMFHelper	java.lang.Object	<org.bouncycastle.cert.crmf.jcajce.CRMFHelper: java.util.Map KEY_ALG_NAMES>
org.bouncycastle.cert.crmf.jcajce.CRMFHelper	java.lang.Object	<org.bouncycastle.cert.crmf.jcajce.CRMFHelper: java.util.Map DIGEST_ALG_NAMES>
org.bouncycastle.cert.crmf.jcajce.CRMFHelper	java.lang.Object	<org.bouncycastle.cert.crmf.jcajce.CRMFHelper: java.util.Map MAC_ALG_NAMES>
org.bouncycastle.util.Arrays$Iterator	java.lang.Object	<org.bouncycastle.util.Arrays$Iterator: java.lang.Object[] dataArray>
org.bouncycastle.cert.dane.fetcher.JndiDANEFetcherFactory$1	java.lang.Object	<org.bouncycastle.cert.dane.fetcher.JndiDANEFetcherFactory$1: java.util.Hashtable val$env>
org.bouncycastle.x509.X509Util$Implementation	java.lang.Object	<org.bouncycastle.x509.X509Util$Implementation: java.security.Provider provider>
org.bouncycastle.x509.X509CollectionStoreParameters	java.lang.Object	<org.bouncycastle.x509.X509CollectionStoreParameters: java.util.Collection collection>
org.bouncycastle.crypto.ec.CustomNamedCurves	java.lang.Object	<org.bouncycastle.crypto.ec.CustomNamedCurves: java.util.Vector names>
org.bouncycastle.crypto.ec.CustomNamedCurves	java.lang.Object	<org.bouncycastle.crypto.ec.CustomNamedCurves: java.util.Hashtable nameToCurve>
org.bouncycastle.crypto.ec.CustomNamedCurves	java.lang.Object	<org.bouncycastle.crypto.ec.CustomNamedCurves: java.util.Hashtable oidToName>
org.bouncycastle.crypto.ec.CustomNamedCurves	java.lang.Object	<org.bouncycastle.crypto.ec.CustomNamedCurves: java.util.Hashtable oidToCurve>
org.bouncycastle.crypto.ec.CustomNamedCurves	java.lang.Object	<org.bouncycastle.crypto.ec.CustomNamedCurves: java.util.Hashtable nameToOID>
org.apache.fontbox.type1.Token$Kind	org.apache.fontbox.type1.Token$Kind	<org.apache.fontbox.type1.Token$Kind: org.apache.fontbox.type1.Token$Kind[] $VALUES>
org.apache.pdfbox.tools.ExtractImages	java.lang.Object	<org.apache.pdfbox.tools.ExtractImages: java.util.List JPEG>
org.bouncycastle.crypto.prng.drbg.Utils	java.lang.Object	<org.bouncycastle.crypto.prng.drbg.Utils: java.util.Hashtable maxSecurityStrengths>
org.bouncycastle.crypto.signers.ISOTrailers	java.lang.Object	<org.bouncycastle.crypto.signers.ISOTrailers: java.util.Map trailerMap>
org.bouncycastle.cert.CertUtils	java.lang.Object	<org.bouncycastle.cert.CertUtils: java.util.Set EMPTY_SET>
org.bouncycastle.cert.CertUtils	java.lang.Object	<org.bouncycastle.cert.CertUtils: java.util.List EMPTY_LIST>
org.apache.pdfbox.contentstream.PDFStreamEngine	org.apache.pdfbox.contentstream.PDFStreamEngine	<org.apache.pdfbox.contentstream.PDFStreamEngine: java.util.Map operators>
org.bouncycastle.jcajce.util.MessageDigestUtils	java.lang.Object	<org.bouncycastle.jcajce.util.MessageDigestUtils: java.util.Map digestOidMap>
org.apache.fontbox.encoding.StandardEncoding	java.lang.Object	<org.apache.fontbox.encoding.StandardEncoding: java.lang.Object[][] STANDARD_ENCODING_TABLE>
org.bouncycastle.asn1.x509.ExtensionsGenerator	java.lang.Object	<org.bouncycastle.asn1.x509.ExtensionsGenerator: java.util.Hashtable extensions>
org.bouncycastle.asn1.x509.ExtensionsGenerator	java.lang.Object	<org.bouncycastle.asn1.x509.ExtensionsGenerator: java.util.Vector extOrdering>
org.apache.commons.logging.impl.LogFactoryImpl	java.lang.Object	<org.apache.commons.logging.impl.LogFactoryImpl: java.util.Hashtable attributes>
org.apache.commons.logging.impl.LogFactoryImpl	java.lang.Object	<org.apache.commons.logging.impl.LogFactoryImpl: java.util.Hashtable instances>
org.bouncycastle.tsp.TimeStampResponseGenerator	java.lang.Object	<org.bouncycastle.tsp.TimeStampResponseGenerator: java.util.Set acceptedAlgorithms>
org.bouncycastle.tsp.TimeStampResponseGenerator	java.lang.Object	<org.bouncycastle.tsp.TimeStampResponseGenerator: java.util.Set acceptedPolicies>
org.bouncycastle.tsp.TimeStampResponseGenerator	java.lang.Object	<org.bouncycastle.tsp.TimeStampResponseGenerator: java.util.Set acceptedExtensions>
org.apache.commons.logging.LogSource	java.lang.Object	<org.apache.commons.logging.LogSource: java.util.Hashtable logs>
org.apache.pdfbox.pdmodel.font.encoding.MacRomanEncoding	java.lang.Object	<org.apache.pdfbox.pdmodel.font.encoding.MacRomanEncoding: java.lang.Object[][] MAC_ROMAN_ENCODING_TABLE>
org.bouncycastle.util.io.pem.PemObject	java.lang.Object	<org.bouncycastle.util.io.pem.PemObject: java.util.List headers>
org.bouncycastle.util.io.pem.PemObject	java.lang.Object	<org.bouncycastle.util.io.pem.PemObject: java.util.List EMPTY_LIST>
org.bouncycastle.operator.jcajce.JceAsymmetricKeyWrapper	java.lang.Object	<org.bouncycastle.operator.jcajce.JceAsymmetricKeyWrapper: java.util.Map extraMappings>
org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi	java.lang.Object	<org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi: java.util.Hashtable chainCerts>
org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi	java.lang.Object	<org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi: java.util.Hashtable localIds>
org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi	java.lang.Object	<org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi: java.util.Hashtable keyCerts>
org.bouncycastle.dvcs.VPKCRequestBuilder	java.lang.Object	<org.bouncycastle.dvcs.VPKCRequestBuilder: java.util.List chains>
org.bouncycastle.crypto.tls.DTLSServerProtocol$ServerHandshakeState	java.lang.Object	<org.bouncycastle.crypto.tls.DTLSServerProtocol$ServerHandshakeState: java.util.Hashtable serverExtensions>
org.bouncycastle.crypto.tls.DTLSServerProtocol$ServerHandshakeState	java.lang.Object	<org.bouncycastle.crypto.tls.DTLSServerProtocol$ServerHandshakeState: java.util.Hashtable clientExtensions>
org.bouncycastle.crypto.tls.OCSPStatusRequest	java.lang.Object	<org.bouncycastle.crypto.tls.OCSPStatusRequest: java.util.Vector responderIDList>
org.apache.fontbox.cff.CFFType1Font	java.lang.Object	<org.apache.fontbox.cff.CFFType1Font: java.util.Map privateDict>
org.bouncycastle.asn1.x500.style.BCStyle	java.lang.Object	<org.bouncycastle.asn1.x500.style.BCStyle: java.util.Hashtable defaultLookUp>
org.bouncycastle.asn1.x500.style.BCStyle	java.lang.Object	<org.bouncycastle.asn1.x500.style.BCStyle: java.util.Hashtable defaultSymbols>
org.bouncycastle.asn1.x500.style.BCStyle	java.lang.Object	<org.bouncycastle.asn1.x500.style.BCStyle: java.util.Hashtable DefaultSymbols>
org.bouncycastle.asn1.x500.style.BCStyle	java.lang.Object	<org.bouncycastle.asn1.x500.style.BCStyle: java.util.Hashtable DefaultLookUp>
org.apache.pdfbox.multipdf.PDFMergerUtility$DocumentMergeMode	org.apache.pdfbox.multipdf.PDFMergerUtility$DocumentMergeMode	<org.apache.pdfbox.multipdf.PDFMergerUtility$DocumentMergeMode: org.apache.pdfbox.multipdf.PDFMergerUtility$DocumentMergeMode[] $VALUES>
org.apache.pdfbox.util.filetypedetector.FileType	org.apache.pdfbox.util.filetypedetector.FileType	<org.apache.pdfbox.util.filetypedetector.FileType: org.apache.pdfbox.util.filetypedetector.FileType[] $VALUES>
org.bouncycastle.tsp.TSPUtil	java.lang.Object	<org.bouncycastle.tsp.TSPUtil: java.util.Map digestLengths>
org.bouncycastle.tsp.TSPUtil	java.lang.Object	<org.bouncycastle.tsp.TSPUtil: java.util.List EMPTY_LIST>
org.bouncycastle.tsp.TSPUtil	java.lang.Object	<org.bouncycastle.tsp.TSPUtil: java.util.Map digestNames>
org.bouncycastle.jce.PKCS10CertificationRequest	java.lang.Object	<org.bouncycastle.jce.PKCS10CertificationRequest: java.util.Hashtable algorithms>
org.bouncycastle.jce.PKCS10CertificationRequest	java.lang.Object	<org.bouncycastle.jce.PKCS10CertificationRequest: java.util.Set noParams>
org.bouncycastle.jce.PKCS10CertificationRequest	java.lang.Object	<org.bouncycastle.jce.PKCS10CertificationRequest: java.util.Hashtable params>
org.bouncycastle.jce.PKCS10CertificationRequest	java.lang.Object	<org.bouncycastle.jce.PKCS10CertificationRequest: java.util.Hashtable keyAlgorithms>
org.bouncycastle.jce.PKCS10CertificationRequest	java.lang.Object	<org.bouncycastle.jce.PKCS10CertificationRequest: java.util.Hashtable oids>
org.apache.pdfbox.printing.Scaling	org.apache.pdfbox.printing.Scaling	<org.apache.pdfbox.printing.Scaling: org.apache.pdfbox.printing.Scaling[] $VALUES>
org.apache.pdfbox.pdmodel.font.FileSystemFontProvider	org.apache.pdfbox.pdmodel.font.FileSystemFontProvider	<org.apache.pdfbox.pdmodel.font.FileSystemFontProvider: java.util.List fontInfoList>
org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi$DefaultSecretKeyProvider	java.lang.Object	<org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi$DefaultSecretKeyProvider: java.util.Map KEY_SIZES>
org.bouncycastle.crypto.tls.DTLSReliableHandshake	java.lang.Object	<org.bouncycastle.crypto.tls.DTLSReliableHandshake: java.util.Vector outboundFlight>
org.bouncycastle.crypto.tls.DTLSReliableHandshake	java.lang.Object	<org.bouncycastle.crypto.tls.DTLSReliableHandshake: java.util.Hashtable currentInboundFlight>
org.bouncycastle.crypto.tls.DTLSReliableHandshake	java.lang.Object	<org.bouncycastle.crypto.tls.DTLSReliableHandshake: java.util.Hashtable previousInboundFlight>
org.bouncycastle.math.ec.ECPoint	java.lang.Object	<org.bouncycastle.math.ec.ECPoint: java.util.Hashtable preCompTable>
org.bouncycastle.cms.CMSSignedDataParser	java.lang.Object	<org.bouncycastle.cms.CMSSignedDataParser: java.util.Map digests>
org.bouncycastle.crypto.prng.drbg.HashSP800DRBG	java.lang.Object	<org.bouncycastle.crypto.prng.drbg.HashSP800DRBG: java.util.Hashtable seedlens>
org.bouncycastle.cms.PasswordRecipientInformation	java.lang.Object	<org.bouncycastle.cms.PasswordRecipientInformation: java.util.Map BLOCKSIZES>
org.bouncycastle.cms.PasswordRecipientInformation	java.lang.Object	<org.bouncycastle.cms.PasswordRecipientInformation: java.util.Map KEYSIZES>
org.apache.pdfbox.debugger.ui.ErrorDialog	java.lang.Object	<org.apache.pdfbox.debugger.ui.ErrorDialog: java.util.List FILTERS>
org.bouncycastle.asn1.ASN1ObjectIdentifier	java.lang.Object	<org.bouncycastle.asn1.ASN1ObjectIdentifier: java.util.Map pool>
org.bouncycastle.openssl.jcajce.JcaPEMKeyConverter	java.lang.Object	<org.bouncycastle.openssl.jcajce.JcaPEMKeyConverter: java.util.Map algorithms>
org.bouncycastle.openssl.PEMParser	java.lang.Object	<org.bouncycastle.openssl.PEMParser: java.util.Map parsers>
org.bouncycastle.asn1.BEROctetString	org.bouncycastle.asn1.ASN1OctetString	<org.bouncycastle.asn1.BEROctetString: org.bouncycastle.asn1.ASN1OctetString[] octs>
org.bouncycastle.pkcs.bc.PKCS12PBEUtils	java.lang.Object	<org.bouncycastle.pkcs.bc.PKCS12PBEUtils: java.util.Map keySizes>
org.bouncycastle.pkcs.bc.PKCS12PBEUtils	java.lang.Object	<org.bouncycastle.pkcs.bc.PKCS12PBEUtils: java.util.Set noIvAlgs>
org.bouncycastle.pkcs.bc.PKCS12PBEUtils	java.lang.Object	<org.bouncycastle.pkcs.bc.PKCS12PBEUtils: java.util.Set desAlgs>
org.bouncycastle.crypto.tls.TlsProtocol	java.lang.Object	<org.bouncycastle.crypto.tls.TlsProtocol: java.util.Hashtable serverExtensions>
org.bouncycastle.crypto.tls.TlsProtocol	java.lang.Object	<org.bouncycastle.crypto.tls.TlsProtocol: java.util.Hashtable clientExtensions>
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences$DUPLEX	org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences$DUPLEX	<org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences$DUPLEX: org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences$DUPLEX[] $VALUES>
org.bouncycastle.cms.CMSSignedHelper	java.lang.Object	<org.bouncycastle.cms.CMSSignedHelper: java.util.Map digestAlgs>
org.bouncycastle.cms.CMSSignedHelper	java.lang.Object	<org.bouncycastle.cms.CMSSignedHelper: java.util.Map encryptionAlgs>
org.bouncycastle.cms.CMSSignedHelper	java.lang.Object	<org.bouncycastle.cms.CMSSignedHelper: java.util.Map digestAliases>
org.bouncycastle.cert.dane.fetcher.JndiDANEFetcherFactory	java.lang.Object	<org.bouncycastle.cert.dane.fetcher.JndiDANEFetcherFactory: java.util.List dnsServerList>
org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm	org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm	<org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm: java.util.Map fieldCache>
org.bouncycastle.crypto.macs.HMac	java.lang.Object	<org.bouncycastle.crypto.macs.HMac: java.util.Hashtable blockLengths>
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionMotion	org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionMotion	<org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionMotion: org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionMotion[] $VALUES>
org.bouncycastle.x509.PKIXCertPathReviewer	java.lang.Object	<org.bouncycastle.x509.PKIXCertPathReviewer: java.util.List certs>
org.bouncycastle.cms.bc.EnvelopedDataHelper	java.lang.Object	<org.bouncycastle.cms.bc.EnvelopedDataHelper: java.util.Map BASE_CIPHER_NAMES>
org.bouncycastle.cms.bc.EnvelopedDataHelper	java.lang.Object	<org.bouncycastle.cms.bc.EnvelopedDataHelper: java.util.Map MAC_ALG_NAMES>
org.bouncycastle.asn1.x509.IetfAttrSyntax	java.lang.Object	<org.bouncycastle.asn1.x509.IetfAttrSyntax: java.util.Vector values>
org.bouncycastle.crypto.tls.AbstractTlsServer	java.lang.Object	<org.bouncycastle.crypto.tls.AbstractTlsServer: java.util.Vector supportedSignatureAlgorithms>
org.bouncycastle.crypto.tls.AbstractTlsServer	java.lang.Object	<org.bouncycastle.crypto.tls.AbstractTlsServer: java.util.Hashtable serverExtensions>
org.bouncycastle.crypto.tls.AbstractTlsServer	java.lang.Object	<org.bouncycastle.crypto.tls.AbstractTlsServer: java.util.Hashtable clientExtensions>
org.bouncycastle.asn1.cms.AttributeTable	java.lang.Object	<org.bouncycastle.asn1.cms.AttributeTable: java.util.Hashtable attributes>
org.bouncycastle.tsp.TimeStampTokenGenerator	java.lang.Object	<org.bouncycastle.tsp.TimeStampTokenGenerator: java.util.List certs>
org.bouncycastle.tsp.TimeStampTokenGenerator	java.lang.Object	<org.bouncycastle.tsp.TimeStampTokenGenerator: java.util.List crls>
org.bouncycastle.tsp.TimeStampTokenGenerator	java.lang.Object	<org.bouncycastle.tsp.TimeStampTokenGenerator: java.util.List attrCerts>
org.bouncycastle.tsp.TimeStampTokenGenerator	java.lang.Object	<org.bouncycastle.tsp.TimeStampTokenGenerator: java.util.Map otherRevoc>
org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter$TextAlign	org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter$TextAlign	<org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter$TextAlign: org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter$TextAlign[] $VALUES>
org.apache.pdfbox.contentstream.operator.Operator	java.lang.Object	<org.apache.pdfbox.contentstream.operator.Operator: java.util.concurrent.ConcurrentMap operators>
org.apache.pdfbox.pdmodel.PageLayout	org.apache.pdfbox.pdmodel.PageLayout	<org.apache.pdfbox.pdmodel.PageLayout: org.apache.pdfbox.pdmodel.PageLayout[] $VALUES>
org.bouncycastle.asn1.x9.X962NamedCurves	java.lang.Object	<org.bouncycastle.asn1.x9.X962NamedCurves: java.util.Hashtable objIds>
org.bouncycastle.asn1.x9.X962NamedCurves	java.lang.Object	<org.bouncycastle.asn1.x9.X962NamedCurves: java.util.Hashtable names>
org.bouncycastle.asn1.x9.X962NamedCurves	java.lang.Object	<org.bouncycastle.asn1.x9.X962NamedCurves: java.util.Hashtable curves>
